timestamp,user_id,action_type,hour_of_day,is_weekend,ip_location_mismatch,geo_velocity_kmh,download_count_last_1h,upload_count_last_1h,bytes_transferred_last_1h,failed_logins_last_1h,failed_logins_last_24h,unique_ips_last_24h,session_duration_min,file_size_bytes,file_type_risk_score,request_rate_per_min,tor_exit_node,vpn_detected,user_agent_anomaly,time_since_last_login_h,label_anomaly,attack_type
1775774838,b29d82f4-7ecd-468c-916c-bafc64c8ab40,list,4,0,0,2.66,0,0,4220425,0,1,2,6.95,0,0.0,0.4,0,0,0,5.71,0,NORMAL
1775754008,cc942cdc-068a-4b25-9584-8358fbc5915b,list,22,0,0,35.38,0,0,3921666,0,1,2,10.87,0,0.0,1.16,0,0,0,20.5,0,NORMAL
1775902208,6e477b01-4fa6-4c0b-bf5b-5088fdb323a5,upload,15,1,0,46.43,1,3,299809,0,1,2,23.9,6723702,1.0,2.36,0,0,0,5.84,0,NORMAL
1775669772,63495986-6afb-4fec-a2b7-2ed031bf99f5,download,23,0,0,24.72,2,0,3832489,0,2,2,44.66,1750503,0.3,1.89,0,0,0,13.23,0,NORMAL
1775806869,22fd4d0b-15a6-49e4-8a36-173e9083503b,list,13,0,0,34.88,1,0,2324572,0,2,2,22.07,0,0.0,1.13,0,0,0,15.37,0,NORMAL
1775712207,cf72b9c1-4d2c-4e26-a49f-c85ab88480a6,download,10,0,0,47.56,3,0,648390,0,2,2,48.56,38288768,0.6,2.21,0,0,0,19.21,0,NORMAL
1775771023,4bd663b8-8a5f-4e1c-8334-90c1d8218999,download,3,0,0,47.1,1,0,2777309,0,0,1,59.77,67204,0.3,2.65,0,0,0,6.65,0,NORMAL
1775935392,744be4bf-fb5b-4a5d-b299-c4068be55fd5,download,0,1,0,45.77,1,0,3464593,0,2,1,56.45,775040,0.3,1.45,0,0,0,4.66,0,NORMAL
1776135645,c11c0279-9045-4d21-b6f2-bad77c8b3eb3,share,8,0,0,5.8,0,0,3647601,0,0,1,15.91,42015979,0.8,2.28,0,0,0,12.06,0,NORMAL
1775647682,cceaf636-b58b-4704-aaca-fe7b82537ff2,delete,4,0,0,177.53,93,0,484334693,0,0,1,542.87,190991905,0.61,8.69,0,0,0,2.25,1,EXFILTRATION
1775709869,5746d4c2-87b1-41e5-9cab-26935cc7d9c4,download,10,0,0,28.91,4,0,4997475,0,1,1,32.24,2921622,0.3,1.1,0,0,0,4.92,0,NORMAL
1775757004,4feb1611-8836-477c-b171-62c594bd113b,login,23,0,0,8.65,2,0,1243745,0,1,1,5.22,0,0.0,2.0,0,0,0,4.38,0,NORMAL
1775703726,379d02b7-6a22-47e3-9250-d81ef85666d5,login,8,0,0,19.62,0,0,4853573,0,0,2,15.96,0,0.0,0.38,0,0,0,9.77,0,NORMAL
1775701545,556a2ede-42dc-4900-9d9a-8291605ed08a,login,7,0,0,10.77,1,0,1728997,0,0,2,43.59,0,0.0,1.14,0,0,0,20.21,0,NORMAL
1775706819,68600d46-636f-422a-8c25-65fc67a64dc9,upload,9,0,0,46.56,0,1,2908277,0,1,1,40.78,369332841,0.9,1.31,0,0,0,23.53,0,NORMAL
1775678698,4feb1611-8836-477c-b171-62c594bd113b,download,1,0,0,3.13,1,0,419379,0,2,1,34.25,143578,0.1,0.5,0,0,0,19.84,0,NORMAL
1775703844,5d2ccc37-466a-4f23-995d-c0cf1e1d3797,list,8,0,0,19.72,1,0,934598,0,0,1,34.39,0,0.0,1.72,0,0,0,7.09,0,NORMAL
1775744676,7b59494d-6adc-45bf-b297-9d8848c965c5,download,19,0,0,38.6,5,0,1852137,0,1,2,56.27,35702843,0.8,1.59,0,0,0,12.09,0,NORMAL
1775818602,a2857cae-47ca-46a7-92d3-86bfbe4c7fa2,login,16,0,0,30.53,1,0,3675155,0,1,1,41.43,0,0.0,2.62,0,0,0,16.88,0,NORMAL
1775765777,7b59494d-6adc-45bf-b297-9d8848c965c5,list,1,0,0,28.44,1,0,1076454,0,0,2,42.02,0,0.0,2.42,0,0,0,10.4,0,NORMAL
1775683026,aa7f48f4-c359-4ffa-84ce-c8e54f3a08c0,share,2,0,0,8.1,2,0,2020479,0,0,2,44.19,185466,0.3,1.07,0,0,0,21.38,0,NORMAL
1775680226,a2857cae-47ca-46a7-92d3-86bfbe4c7fa2,upload,2,0,0,6.34,1,2,3264226,0,0,2,20.09,23576416,0.6,1.75,0,0,0,2.13,0,NORMAL
1775899086,6183635c-6feb-4556-b1fb-b0d6673d7362,download,14,1,0,40.96,3,0,8047,0,0,2,18.71,1930987,1.0,2.53,0,0,0,7.15,0,NORMAL
1775759406,beee5f63-948a-47b4-b947-abba9c90b7f5,upload,0,0,0,13.22,2,1,3975840,0,1,2,41.19,5467950,1.0,2.87,0,0,0,21.42,0,NORMAL
1775710340,566abc0e-3fdc-4c50-bde5-29ac095d629f,download,10,0,0,19.89,3,0,1310450,0,0,2,35.12,167926431,0.9,2.36,0,0,0,18.61,0,NORMAL
1775742375,b63f590e-57b9-4a70-821c-e03a49de075e,login,19,0,0,31.66,2,0,4788574,1,2,1,58.05,0,0.0,1.14,0,0,0,2.59,0,NORMAL
1775677594,dbc081cc-b15a-4c76-b472-a200ebac289c,list,1,0,0,23.07,1,0,4293777,0,2,2,9.95,0,0.0,1.22,0,0,0,7.46,0,NORMAL
1776007437,5d2ccc37-466a-4f23-995d-c0cf1e1d3797,download,20,1,0,10.76,3,0,4881329,0,2,2,45.27,18212917,0.6,2.98,0,0,0,13.5,0,NORMAL
1775876800,3a01a61a-a62f-42c9-8261-d3a6bf8a815b,download,8,1,0,36.09,2,0,1713754,0,1,2,18.24,27634026,0.8,2.05,0,0,0,19.24,0,NORMAL
1775647496,cead1e6f-d616-4a7d-8f13-3da2bd906adc,download,16,0,1,13056.9,469,0,1001654494,0,0,2,444.02,204020690,0.79,17.97,0,0,1,0.28,1,HNDL
1775672154,12a16f20-087a-4126-84b9-f4e7259c3756,download,23,0,0,25.78,1,0,700695,0,2,1,18.05,430553704,0.9,2.74,0,0,0,7.08,0,NORMAL
1775705162,0d497c6a-5061-40ae-b27b-d848e5af9248,list,8,0,0,49.79,1,0,381924,0,1,2,16.62,0,0.0,1.35,0,0,0,13.99,0,NORMAL
1775799066,74d17b23-fe0c-4ab1-af92-756dd75532f2,download,11,0,0,43.37,5,0,586644,0,0,2,9.12,8673478,0.6,2.02,0,0,0,4.52,0,NORMAL
1775690658,0d497c6a-5061-40ae-b27b-d848e5af9248,list,4,0,0,3.96,0,0,3758279,0,2,2,28.72,0,0.0,1.21,0,0,0,1.73,0,NORMAL
1775732646,956ce41a-1dc6-46f9-927e-0eefc80b8064,download,16,0,0,24.74,3,0,1695119,0,0,2,22.91,555354169,0.85,0.2,0,0,0,1.32,0,NORMAL
1775770228,68600d46-636f-422a-8c25-65fc67a64dc9,upload,3,0,0,32.26,2,2,458794,0,0,2,19.32,382018168,0.85,0.34,0,0,0,16.13,0,NORMAL
1775940255,d8031173-754f-43be-a0a8-6f11e3f54ba7,upload,2,1,0,13.09,0,0,3471598,0,1,1,48.61,1934503,0.4,1.64,0,0,0,23.87,0,NORMAL
1775653026,62550773-b03a-4df2-9ccd-fd9d8375a072,upload,18,0,0,49.64,1,1,923256,0,1,1,40.92,34258,0.1,2.1,0,0,0,7.55,0,NORMAL
1775682816,16690f35-f26d-4029-a471-5acc4ddaf3e6,download,2,0,0,6.34,4,0,2109284,0,0,1,58.27,577206,0.3,1.55,0,0,0,19.74,0,NORMAL
1775754312,63495986-6afb-4fec-a2b7-2ed031bf99f5,login,22,0,0,19.38,2,0,474795,1,2,1,46.91,0,0.0,1.63,0,0,0,17.59,0,NORMAL
1776063504,847c5369-4b92-41a4-9059-68909e39ff72,list,12,0,0,15.51,1,0,3567589,0,0,2,52.16,0,0.0,1.54,0,0,0,17.97,0,NORMAL
1775648572,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,17,0,0,125.35,0,0,2587,27,99,4,2.8,0,0.0,18.57,0,0,0,0.032,1,BRUTE_FORCE
1775746131,21a615b3-4356-4e29-8d4e-2f065a577f80,login,20,0,0,1.82,0,0,2932229,1,0,1,34.36,0,0.0,0.7,0,0,0,13.78,0,NORMAL
1775677756,22fd4d0b-15a6-49e4-8a36-173e9083503b,login,1,0,0,48.0,1,0,3819644,1,0,1,43.52,0,0.0,2.3,0,0,0,16.59,0,NORMAL
1775769602,a2857cae-47ca-46a7-92d3-86bfbe4c7fa2,share,2,0,0,33.42,2,0,4639587,0,2,1,15.34,1633399324,0.85,0.67,0,0,0,12.75,0,NORMAL
1775739342,b29d82f4-7ecd-468c-916c-bafc64c8ab40,list,18,0,0,3.16,2,0,2469388,0,1,2,57.07,0,0.0,1.2,0,0,0,6.01,0,NORMAL
1775687522,0dc5c104-1c03-443a-b939-efac0a2afbc8,list,4,0,0,29.69,1,0,41534,0,0,1,8.16,0,0.0,0.45,0,0,0,1.04,0,NORMAL
1775647613,f08eba70-8aa3-47b0-b5ee-886401175f0c,login,16,0,1,2537.3,0,0,73992,14,174,3,1.02,0,0.0,7.27,0,1,1,0.167,1,CRED_STUFFING
1775835074,83241ac0-ddd8-4bf5-bb8a-3fb0d367d596,login,21,0,0,16.56,0,0,2549041,0,0,1,43.19,0,0.0,1.95,0,1,0,8.93,0,NORMAL
1776006726,83241ac0-ddd8-4bf5-bb8a-3fb0d367d596,login,20,1,0,4.19,0,0,3443234,1,0,1,55.83,0,0.0,2.44,0,0,0,6.97,0,NORMAL
1775842576,a2464326-65e4-443c-ab38-fc5d6ecdd532,download,23,0,0,42.16,1,0,2548659,0,2,1,53.15,75407803,0.6,2.65,0,0,0,15.58,0,NORMAL
1775822965,5a7da4bc-8bf7-4245-bc4c-c37b3867c9f1,login,17,0,0,27.91,0,0,4485359,0,0,1,48.95,0,0.0,1.04,0,1,0,11.15,0,NORMAL
1775872588,b1b78dd4-64f1-4df1-8771-836af07f7861,list,7,1,0,1.88,0,0,4104443,0,0,1,56.36,0,0.0,1.17,0,0,0,4.17,0,NORMAL
1775708128,6183635c-6feb-4556-b1fb-b0d6673d7362,upload,9,0,0,6.1,2,2,1685199,0,0,2,28.99,907081,0.3,2.02,0,0,0,17.02,0,NORMAL
1775764728,aa7f48f4-c359-4ffa-84ce-c8e54f3a08c0,download,1,0,0,19.25,5,0,3977599,0,2,2,15.24,22342979,0.6,1.92,0,0,0,8.13,0,NORMAL
1776003753,21a615b3-4356-4e29-8d4e-2f065a577f80,list,19,1,0,19.96,2,0,4396906,0,0,2,3.23,0,0.0,2.19,0,0,0,15.0,0,NORMAL
1775834403,30a4ba04-7686-4ca3-8728-e424c23c3b56,delete,20,0,0,32.11,1,0,1496155,0,2,1,1.12,3072158,0.3,0.11,0,0,0,19.21,0,NORMAL
1775982926,22fd4d0b-15a6-49e4-8a36-173e9083503b,delete,14,1,0,4.21,2,0,943088,0,1,2,29.59,9661615,0.8,0.96,0,0,0,23.46,0,NORMAL
1775722596,6ed7a00d-6d1d-46f0-908a-84d6deae863e,upload,13,0,0,25.1,1,1,1466108,0,1,1,37.54,1193703737,0.85,2.64,0,0,0,15.27,0,NORMAL
1775742582,5d2ccc37-466a-4f23-995d-c0cf1e1d3797,list,19,0,0,39.11,0,0,4473303,0,2,1,54.07,0,0.0,2.66,0,0,0,14.99,0,NORMAL
1775802026,33c30aeb-1aee-4676-88d4-980d5b2f26c0,download,11,0,0,16.49,2,0,3854979,0,2,1,13.45,9176190,1.0,1.59,0,0,0,10.37,0,NORMAL
1775920956,ab0b8745-1f91-42ef-ad5e-35bb579601ba,list,20,1,0,37.59,1,0,3249426,0,0,1,5.73,0,0.0,0.45,0,0,0,15.87,0,NORMAL
1775684156,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,upload,3,0,0,5.13,1,0,937299,0,1,1,38.26,671813,0.3,0.8,0,0,0,5.82,0,NORMAL
1775648358,437491dc-fbda-4bb4-a455-85a013efd5db,list,17,0,0,25.35,2,0,4408683,0,1,1,42.17,0,0.0,1.81,0,0,0,14.24,0,NORMAL
1775738546,3c69c521-5631-417b-b04f-c93a598fea47,login,18,0,0,11.73,1,0,4430977,1,2,2,10.54,0,0.0,1.88,0,0,0,18.85,0,NORMAL
1775687502,0d497c6a-5061-40ae-b27b-d848e5af9248,list,4,0,0,29.04,0,0,4651534,0,2,2,42.01,0,0.0,0.7,0,0,0,18.73,0,NORMAL
1775797407,956ce41a-1dc6-46f9-927e-0eefc80b8064,list,10,0,0,1.21,0,0,3570446,0,0,2,19.29,0,0.0,2.55,0,0,0,15.61,0,NORMAL
1775682088,b63f590e-57b9-4a70-821c-e03a49de075e,download,2,0,0,42.12,1,0,3722476,0,0,2,36.49,87627860,0.6,2.92,0,0,0,11.47,0,NORMAL
1775688612,eeb722d6-0ff8-4da8-83e7-08f98c25cc08,upload,4,0,0,37.13,0,2,2594963,0,0,2,20.47,191987211,0.6,2.9,0,0,0,17.44,0,NORMAL
1775850626,3c69c521-5631-417b-b04f-c93a598fea47,list,1,1,0,6.4,0,0,3420640,0,0,2,57.76,0,0.0,0.22,0,0,0,8.83,0,NORMAL
1775661840,4bd663b8-8a5f-4e1c-8334-90c1d8218999,upload,20,0,0,44.58,0,3,325750,0,0,2,24.29,159616811,0.6,0.11,0,0,0,5.71,0,NORMAL
1775758314,62550773-b03a-4df2-9ccd-fd9d8375a072,upload,23,0,0,43.26,1,3,1639369,0,2,2,9.94,240310878,0.9,1.92,0,0,0,11.95,0,NORMAL
1775740288,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,list,18,0,0,18.49,2,0,2693427,0,0,2,48.0,0,0.0,2.67,0,0,0,2.6,0,NORMAL
1775687416,30a4ba04-7686-4ca3-8728-e424c23c3b56,upload,4,0,0,49.68,2,3,3972676,0,1,1,1.28,1320974900,0.85,1.42,0,0,0,18.68,0,NORMAL
1775656769,5a7da4bc-8bf7-4245-bc4c-c37b3867c9f1,list,19,0,0,15.03,2,0,3803434,0,1,1,52.02,0,0.0,1.97,0,0,0,11.11,0,NORMAL
1775648038,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,17,0,1,205.64,0,0,3012,36,54,3,3.27,0,0.0,5.31,0,0,0,0.072,1,BRUTE_FORCE
1775869918,566abc0e-3fdc-4c50-bde5-29ac095d629f,download,6,1,0,49.65,5,0,1047747,0,0,2,53.76,38168934,0.6,0.75,0,0,0,1.75,0,NORMAL
1775854160,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,download,2,1,0,35.17,3,0,4072883,0,2,2,29.19,394568898,0.9,1.22,0,0,0,1.78,0,NORMAL
1775835096,19d48dcc-28cf-439f-bc9d-758e0cd26b88,list,21,0,0,31.35,2,0,4576668,0,0,2,42.4,0,0.0,1.74,0,0,0,11.37,0,NORMAL
1775777454,6ed7a00d-6d1d-46f0-908a-84d6deae863e,download,5,0,0,10.07,3,0,4022286,0,0,2,53.63,371822,0.4,2.41,0,0,0,1.5,0,NORMAL
1775781303,12a16f20-087a-4126-84b9-f4e7259c3756,list,6,0,0,36.99,2,0,4132959,0,0,2,4.48,0,0.0,0.29,0,0,0,20.79,0,NORMAL
1775871872,74d17b23-fe0c-4ab1-af92-756dd75532f2,list,7,1,0,19.48,1,0,3593227,0,2,1,49.03,0,0.0,1.52,0,0,0,19.76,0,NORMAL
1775910654,31ccaf43-7335-4948-8f3a-c91a3a712760,download,18,1,0,6.95,3,0,932364,0,0,2,46.14,64952111,0.6,0.56,0,0,0,21.26,0,NORMAL
1775879943,31ccaf43-7335-4948-8f3a-c91a3a712760,login,9,1,0,40.13,0,0,2289049,1,0,1,43.8,0,0.0,2.14,0,0,0,22.08,0,NORMAL
1775663412,8af6801e-85ea-4d45-8008-dbcc085f12ce,upload,21,0,0,23.59,2,2,1647445,0,0,2,3.7,45451951,0.8,1.07,0,0,0,6.17,0,NORMAL
1775668116,8a94b69f-8eaa-487b-841b-9dcef142527e,download,0,1,0,37.41,13,0,561359256,0,0,2,288.94,264103563,0.97,4.43,0,0,0,0.54,1,EXFILTRATION
1775647574,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,16,0,1,411.98,0,0,48558,33,105,5,4.34,0,0.0,25.53,0,1,1,0.051,1,BRUTE_FORCE
1775681742,b1b78dd4-64f1-4df1-8771-836af07f7861,list,2,0,0,30.04,1,0,2737871,0,0,1,51.04,0,0.0,2.47,0,0,0,7.84,0,NORMAL
1775683906,425c192b-8a78-48df-8cac-aa149cad48a5,list,3,0,0,10.01,0,0,790546,0,0,2,58.88,0,0.0,1.16,0,0,0,19.72,0,NORMAL
1775676026,6adc1234-11c6-4869-9e2f-7244de44b0ba,login,0,0,0,26.68,1,0,4258232,0,2,2,7.95,0,0.0,1.68,0,0,0,21.39,0,NORMAL
1776012726,19d48dcc-28cf-439f-bc9d-758e0cd26b88,download,22,1,0,41.58,1,0,4481399,0,2,1,40.53,3259045,1.0,0.96,0,0,0,22.48,0,NORMAL
1775667261,e0833638-7433-4b11-bff6-01720822e014,login,22,0,0,29.45,1,0,1531039,0,2,1,16.4,0,0.0,2.8,0,0,0,13.95,0,NORMAL
1775652478,4feb1611-8836-477c-b171-62c594bd113b,download,18,0,0,49.48,5,0,3133954,0,0,2,59.74,1005827,1.0,2.88,0,0,0,8.19,0,NORMAL
1775737086,cf63307c-cd12-4ffe-b528-af73664d42e4,download,17,0,0,37.5,1,0,930822,0,2,2,8.61,364069,0.1,2.6,0,0,0,7.7,0,NORMAL
1775860606,a4c08a35-cf76-4a0d-a310-b4850e10cc18,login,4,1,0,16.83,0,0,743714,1,0,2,47.3,0,0.0,1.46,0,0,0,13.66,0,NORMAL
1775767160,cf72b9c1-4d2c-4e26-a49f-c85ab88480a6,login,2,0,0,29.74,0,0,3563546,1,1,2,8.92,0,0.0,1.84,0,0,0,7.56,0,NORMAL
1775647810,cead1e6f-d616-4a7d-8f13-3da2bd906adc,download,17,0,1,10706.51,175,0,632794158,0,0,3,268.96,433042282,0.86,67.07,0,1,1,0.41,1,HNDL
1775757006,e43b27ee-f50b-472f-ad8f-3d892e288b2a,list,23,0,0,8.1,2,0,4000946,0,2,2,41.07,0,0.0,1.08,0,0,0,19.14,0,NORMAL
1775676004,4bd663b8-8a5f-4e1c-8334-90c1d8218999,login,0,0,0,39.09,1,0,1229257,1,2,1,56.62,0,0.0,2.35,0,0,0,22.95,0,NORMAL
1775647340,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,16,0,0,326.84,0,0,16222,11,59,1,2.25,0,0.0,13.71,0,0,0,0.078,1,BRUTE_FORCE
1775730006,74d17b23-fe0c-4ab1-af92-756dd75532f2,download,15,0,0,21.57,1,0,4549872,0,0,1,13.83,177587,0.1,0.47,0,0,0,7.41,0,NORMAL
1776021294,c7cb96d3-4751-4a43-aa16-7cd8a71cb99f,list,0,0,0,31.35,2,0,3620214,0,2,1,31.95,0,0.0,1.41,0,0,0,10.76,0,NORMAL
1775780823,6a97e437-9b28-4026-a1c5-d89167a3fb5d,download,5,0,0,7.13,2,0,2539197,0,2,2,11.02,298216,0.4,1.4,0,0,0,15.83,0,NORMAL
1775691601,c11c0279-9045-4d21-b6f2-bad77c8b3eb3,share,5,0,0,42.35,1,0,2178552,0,1,2,2.18,1436929619,0.85,2.42,0,0,0,8.88,0,NORMAL
1775665141,16690f35-f26d-4029-a471-5acc4ddaf3e6,download,21,0,0,21.84,2,0,1770478,0,2,2,35.39,1028526,0.4,2.74,0,0,0,10.98,0,NORMAL
1775652443,efe72df0-45a5-4624-a09e-b522c9e88ccc,list,18,0,0,33.75,1,0,198410,0,2,2,11.54,0,0.0,1.13,0,1,0,8.13,0,NORMAL
1775900544,5e0f7d66-768e-4762-84c7-e5892ab6f964,upload,15,1,0,18.69,0,1,1182101,0,2,1,3.37,6669075,1.0,2.68,0,0,0,19.46,0,NORMAL
1775733186,7aa9d5de-ccf4-4ff7-b0ed-4fd5bee9116d,list,16,0,0,9.93,1,0,3152642,0,1,2,55.95,0,0.0,0.86,0,0,0,7.92,0,NORMAL
1775703686,87070961-4793-449d-9dc6-591a0d31d227,login,8,0,0,10.67,0,0,685628,1,1,1,29.36,0,0.0,0.28,0,0,0,23.41,0,NORMAL
1775810882,379d02b7-6a22-47e3-9250-d81ef85666d5,upload,14,0,0,23.63,2,0,4175012,0,1,2,17.98,212329935,0.85,0.69,0,0,0,20.69,0,NORMAL
1775682721,62550773-b03a-4df2-9ccd-fd9d8375a072,download,2,0,0,19.04,4,0,3408483,0,0,1,58.49,481009956,0.85,0.99,0,1,0,9.44,0,NORMAL
1775731191,6183635c-6feb-4556-b1fb-b0d6673d7362,list,16,0,0,43.27,1,0,3682202,0,2,2,4.05,0,0.0,2.24,0,0,0,10.39,0,NORMAL
1775917981,19d48dcc-28cf-439f-bc9d-758e0cd26b88,upload,20,1,0,19.02,0,3,2526086,0,2,1,27.8,1363959,0.3,2.49,0,0,0,4.55,0,NORMAL
1775918684,a4c08a35-cf76-4a0d-a310-b4850e10cc18,download,20,1,0,4.17,3,0,4920219,0,2,2,49.0,6254161,1.0,1.52,0,0,0,21.7,0,NORMAL
1775657206,ed435d4c-3779-4be7-86c3-ae4d67cc75aa,upload,19,0,0,23.07,0,3,1590720,0,0,2,11.13,26966145,0.85,0.37,0,0,0,19.61,0,NORMAL
1775786268,63495986-6afb-4fec-a2b7-2ed031bf99f5,upload,7,0,0,30.65,2,2,438466,0,0,2,48.44,662830,0.3,0.77,0,0,0,10.32,0,NORMAL
1775750114,4feb1611-8836-477c-b171-62c594bd113b,login,21,0,0,30.14,2,0,1211170,1,2,1,23.41,0,0.0,0.4,0,0,0,4.88,0,NORMAL
1775758970,b63f590e-57b9-4a70-821c-e03a49de075e,upload,23,0,0,6.96,0,2,1145441,0,1,1,54.14,25575986,0.6,0.63,0,0,0,11.55,0,NORMAL
1776061726,aa7f48f4-c359-4ffa-84ce-c8e54f3a08c0,login,11,0,0,43.68,0,0,691339,1,1,2,42.53,0,0.0,1.64,0,0,0,0.87,0,NORMAL
1775674129,c11c0279-9045-4d21-b6f2-bad77c8b3eb3,upload,0,0,0,2.47,1,0,3003506,0,0,2,4.48,116403356,0.9,2.81,0,0,0,8.1,0,NORMAL
1775772010,cc942cdc-068a-4b25-9584-8358fbc5915b,login,3,0,0,8.72,2,0,4428656,0,2,2,39.48,0,0.0,1.65,0,0,0,9.61,0,NORMAL
1775738366,7b59494d-6adc-45bf-b297-9d8848c965c5,list,18,0,0,30.08,1,0,2587026,0,0,1,20.95,0,0.0,0.16,0,0,0,22.35,0,NORMAL
1775714053,f69daf95-f67a-4286-9ddd-e88b6b4ec59b,list,11,0,0,12.27,2,0,1759851,0,0,2,54.0,0,0.0,1.59,0,0,0,17.6,0,NORMAL
1775712918,b840b7a2-bd4a-4d5b-94e4-0506169c1ab0,download,11,0,0,26.14,1,0,4112119,0,2,2,50.78,266778322,0.9,0.21,0,0,0,18.25,0,NORMAL
1775807211,cf63307c-cd12-4ffe-b528-af73664d42e4,upload,13,0,0,29.8,2,1,3409565,0,1,2,27.91,960112116,0.85,1.69,0,0,0,5.7,0,NORMAL
1775647326,f08eba70-8aa3-47b0-b5ee-886401175f0c,login,16,0,0,199.79,0,0,173112,11,189,6,1.73,0,0.0,2.25,0,0,1,0.069,1,CRED_STUFFING
1775647466,3f8265d3-cd31-486b-874f-29aeef6f3b49,login,16,0,1,115.74,0,0,34062,10,72,3,2.29,0,0.0,23.7,0,0,0,0.039,1,BRUTE_FORCE
1775740478,6adc1234-11c6-4869-9e2f-7244de44b0ba,login,18,0,0,13.59,1,0,3636590,1,1,2,1.33,0,0.0,0.24,0,0,0,7.4,0,NORMAL
1775884766,85dc1174-ebb0-4798-a037-096a2eecb4f5,list,10,1,0,31.17,1,0,4593541,0,2,2,56.27,0,0.0,2.54,0,0,0,10.04,0,NORMAL
1775669691,fe1926df-e726-4f31-a7ec-308fd15e9e57,upload,23,0,0,9.42,1,1,4040528,0,2,1,48.48,4458478,0.3,2.27,0,0,0,3.42,0,NORMAL
1775712209,8af6801e-85ea-4d45-8008-dbcc085f12ce,list,10,0,0,18.84,1,0,2684066,0,0,2,46.43,0,0.0,0.82,0,0,0,3.5,0,NORMAL
1775828796,eeb722d6-0ff8-4da8-83e7-08f98c25cc08,download,19,0,0,13.92,2,0,29764,0,0,2,24.42,123987,0.1,0.64,0,0,0,10.05,0,NORMAL
1775918426,6e477b01-4fa6-4c0b-bf5b-5088fdb323a5,delete,20,1,0,26.59,2,0,4294877,0,2,2,47.16,1071706405,0.85,2.38,0,0,0,12.07,0,NORMAL
1775705133,856c7a66-3df3-451c-ac57-5d92fdacc355,upload,8,0,0,2.89,2,3,3391289,0,0,1,18.49,16254619,0.6,0.15,0,0,0,4.76,0,NORMAL
1775914270,b1b217f8-ebac-4a0a-bb86-83bd0c4dd3e3,upload,19,1,0,27.06,2,0,4552260,0,1,2,12.63,307511,0.1,0.49,0,0,0,6.86,0,NORMAL
1775670446,fe1926df-e726-4f31-a7ec-308fd15e9e57,list,23,0,0,44.06,0,0,2428893,0,2,1,25.41,0,0.0,0.32,0,0,0,13.46,0,NORMAL
1775746276,0821e508-5c11-40c6-8a92-f1cb7bfa0664,list,20,0,0,6.06,1,0,1581408,0,1,2,1.11,0,0.0,2.28,0,0,0,23.46,0,NORMAL
1775859708,556a2ede-42dc-4900-9d9a-8291605ed08a,list,3,1,0,27.83,2,0,379808,0,2,2,46.2,0,0.0,2.14,0,0,0,20.11,0,NORMAL
